Date,PUT_90,PUT_75,PUT_60,PUT_50,PUT_40,PUT_25,PUT_10,ATM,CALL_10,CALL_25,CALL_40,CALL_50,CALL_60,CALL_75,CALL_90
2005-01-19,-0.65264629657085,-0.3202956482017298,-0.46591856286056144,-0.5726204030410587,-0.4372638303614996,-0.1697554279953147,-0.028014412948379773,-0.24401627469945086,0.36413134879430953,-0.037930799810380396,-0.427557055025843,-0.5943968344972516,-0.502859124799612,-0.42177312261938676,-0.4558871794546117
2005-01-20,-0.6431140088948448,-0.4793109058720911,-0.5767569210380089,-0.6449818835781888,-0.42123060564371984,0.017991007540356034,0.22774838628882862,-0.4450122883694607,-0.23656259974979468,-0.510773072616252,-0.658863671185426,-0.6741892769657577,-0.49480116112488143,-0.2865314669107555,-0.25105416324962404
2005-01-21,-0.6371936041618761,-0.4308241367582414,-0.4511584786985183,-0.4401173044704803,-0.41095479667249296,-0.33777175670956866,-0.3012940855072438,-0.031615041634469515,-0.11444692413451091,-0.275870549686551,-0.3969759183032619,-0.4489900060345644,-0.4876533186225972,-0.5321135758405214,-0.6214592017334938
2005-01-24,-0.633843914609573,-0.42335535542701924,-0.4432359030391976,-0.43356781341156875,-0.39498565749608355,-0.30799422204200094,-0.2643966190037298,-0.014335641084603779,-0.07702703532808186,-0.2504624390943216,-0.3838491198708286,-0.4422209718692573,-0.4766326805299721,-0.5181175271943903,-0.6085575086581088
2005-01-25,-0.6457044401473415,-0.4405318953289984,-0.4723894698500299,-0.47070283994424134,-0.44136410293673095,-0.3610703622370898,-0.31488181249841074,-0.07285251458827882,-0.13851871842177635,-0.30886284362235766,-0.4318884599285646,-0.48172759020884237,-0.5102558779678584,-0.5436629273098277,-0.6263736500344903
2005-01-26,-0.6580790791090823,-0.4565193303678963,-0.5012638886585075,-0.5085300100571037,-0.4908116841985145,-0.42027438652359084,-0.37260000313058,-0.13506594663728783,-0.2104655700328478,-0.3745014939971774,-0.4831691287223907,-0.5222772894047423,-0.5444766770884367,-0.5692291637919604,-0.6438672337714471
2005-01-27,-0.665491003848394,-0.46340437160159414,-0.5149205521988954,-0.5272465619823735,-0.5116560307187646,-0.43938947291086833,-0.3864868254403482,-0.1641213604663259,-0.2451770270338954,-0.407226360028568,-0.5089525051726324,-0.5425970023168458,-0.558864846472935,-0.577296368124088,-0.6479813282104248
2005-01-28,-0.6664423413473088,-0.4589940847069867,-0.5076193178915329,-0.5184228324418458,-0.49644925503373216,-0.4163327661136377,-0.3606084290948487,-0.13988222797035751,-0.21544572986498609,-0.38464326324956155,-0.4948512696319358,-0.5332377779180575,-0.5496500891029782,-0.5688087526418812,-0.641314185230299
2005-01-31,-0.675657911035573,-0.4670321884748502,-0.5237478415075801,-0.5408734072157592,-0.5285084067901794,-0.4582658150101614,-0.4045375370394505,-0.19326641796433536,-0.26915103712400007,-0.42989045583215396,-0.5274444692626439,-0.5575575184199859,-0.569687191594246,-0.5836726712879033,-0.6514688954252892
2005-02-01,-0.6789320745414222,-0.4742565915054386,-0.5415302654847923,-0.5685548869433176,-0.5612832063292083,-0.48938895548904265,-0.4287332940884984,-0.251662766302233,-0.3184831560343779,-0.4776756662780142,-0.565879592037892,-0.5878905412297707,-0.5897622951728438,-0.5938381804503967,-0.6559753250164976
2005-02-02,-0.6840683086371184,-0.4744244904189029,-0.5434127883867649,-0.5728019864176908,-0.5691072184050628,-0.502144611044475,-0.4437490733341425,-0.263704871173173,-0.3182687367985697,-0.4805831475092473,-0.5705852050870316,-0.5926257507642833,-0.594361624239692,-0.5978108186256412,-0.6589941870213855
2005-02-03,-0.6832867659049593,-0.47347384488635536,-0.5429115978939668,-0.5735282416059988,-0.5651116067795747,-0.4887407403486122,-0.42423881926289975,-0.261723663567485,-0.30246937182603445,-0.4727608472062475,-0.5690997139196856,-0.5934304801306276,-0.5921625298925148,-0.5935638814663835,-0.6546962968217434
2005-02-04,-0.6893861109725187,-0.4795903754474921,-0.5608402773538659,-0.6048997691615802,-0.6110003987050167,-0.5444820836275328,-0.477261947585204,-0.34178155923726494,-0.3494887202379937,-0.5248035244706472,-0.6137988665038929,-0.6284539513291253,-0.6183120417109812,-0.610376028622873,-0.6649574175399
2005-02-07,-0.685531440372086,-0.46281344283868525,-0.5351040593494724,-0.5741881046538272,-0.5678214294481692,-0.4953063387285529,-0.43511200041417597,-0.27453471296024856,-0.21164132108869643,-0.419256836989931,-0.5541396507079619,-0.5945603274273239,-0.5928093276442415,-0.593855969147624,-0.6547946707753743
2005-02-08,-0.6865908441353411,-0.46646025758406506,-0.5452718988791058,-0.5916546895324672,-0.5762055025890286,-0.47822540341437686,-0.39951680620505164,-0.3113016387707343,-0.2192197742650459,-0.4378308678061582,-0.5762671642329339,-0.6138044953266938,-0.5980987721694601,-0.5874047547795384,-0.6442839241033028
2005-02-09,-0.681881788399771,-0.45115255146058897,-0.5269393552525798,-0.5726017860809524,-0.5495535991388905,-0.4479549036214031,-0.37120338607211195,-0.26242030212331163,-0.1189290820337141,-0.3629871516487654,-0.5357280155411417,-0.5925565915936748,-0.5825735770391673,-0.5774503027067465,-0.6382662359410624
2005-02-10,-0.6858584386655859,-0.46364950885105144,-0.5440429967522652,-0.5930844310195537,-0.5785762494668085,-0.48065962826952613,-0.4002203102966557,-0.3089244372708603,-0.18773861292679345,-0.42096693036338295,-0.5729318451608335,-0.6154048856739206,-0.599860036892575,-0.5892786630634572,-0.6459612764425514
2005-02-11,-0.6883015778397421,-0.4675877807549659,-0.5569144722810981,-0.6164383848858308,-0.5905031993375227,-0.4561577712440951,-0.35260984314710225,-0.37244707041270564,-0.19520748319459563,-0.44504293767630115,-0.6039861906640778,-0.6414563822331311,-0.6068721736514243,-0.5782073229214242,-0.6272370468090993
2005-02-14,-0.6867626550460206,-0.4504043090446993,-0.5411342289172473,-0.6036413769833158,-0.5157336335117702,-0.29808543740277715,-0.16955828010873628,-0.34215299077691025,-0.09220848505592999,-0.3682582639665977,-0.5676340517834724,-0.627239941441756,-0.558585246443178,-0.49697760451830114,-0.5354462886927223
2005-02-15,-0.6898497232908717,-0.3835710227756017,-0.5179811437787648,-0.6166151877836534,-0.5524802586124992,-0.35743329745530183,-0.23258153571255924,-0.3811274204760899,0.19563205745189657,-0.18151866152152676,-0.521014932313165,-0.6418520567476913,-0.5830500461900731,-0.5296715353741146,-0.5696679296123173
2005-02-16,-0.6899119644968841,-0.4847884882023937,-0.5804241799532913,-0.6445478465356769,-0.5713307052425342,-0.32541713141289524,-0.17208209328971866,-0.4746482014272108,-0.37382937308933095,-0.5832775622130615,-0.674738512842719,-0.6738465619284245,-0.5947863134832778,-0.5117399313882539,-0.5343716188840938
2005-02-17,-0.6867617740731392,-0.4892212289921948,-0.5862042125258132,-0.6468291002145282,-0.6250838495981632,-0.45424857564848636,-0.31930978425030976,-0.4778017409420749,-0.5609991058044557,-0.6837895950351969,-0.6997003971743644,-0.6764752923478827,-0.6262791465780825,-0.5781531063628266,-0.6155839566848375
2005-02-18,-0.6874198469776431,-0.48127934983328685,-0.55669513540274,-0.5898409779722296,-0.6059577364719402,-0.569534120303972,-0.5253741618925101,-0.30501365121235896,-0.40193712019207545,-0.5395116781704381,-0.6027885561213406,-0.6114772031231516,-0.6158004148334416,-0.6179843074099545,-0.6745809834240477
2005-02-22,-0.6749973614428965,-0.45853625274038057,-0.4983327954289037,-0.4990066525200623,-0.4821478938776513,-0.41794512493342073,-0.3781010942056457,-0.13065714692645058,-0.24950544517840217,-0.3891983469189455,-0.4797199003318786,-0.5121835626088338,-0.5377957791553174,-0.5661586725190443,-0.6427905371301821
2005-02-23,-0.6787858017074253,-0.4713257515662304,-0.5298781741666465,-0.5469058786389226,-0.5433659879050142,-0.48795323785206823,-0.4431290962862109,-0.2114757427541424,-0.31597158682324344,-0.4594271090684349,-0.5412979146562752,-0.5642390987071575,-0.5787339711769068,-0.5933302833019439,-0.659471337255003
2005-02-24,-0.6847503590301975,-0.4788125139865653,-0.5501625162059104,-0.5795302745634633,-0.5845238755225277,-0.5317530650959237,-0.48088836502248594,-0.28280528916149555,-0.37555465039929353,-0.5167128795285163,-0.5868632724246944,-0.6000770170613564,-0.6034624864066819,-0.6068914619729943,-0.6663232564521112
2005-02-25,-0.6872491242774694,-0.4748116956552298,-0.542867350770333,-0.5708563403547016,-0.5789035767423212,-0.5370639518188074,-0.49754714156491725,-0.27697393924864105,-0.343917571951784,-0.491301515280112,-0.5716607319707171,-0.5906686574761515,-0.5995001800411448,-0.6071814671896111,-0.6680102081561898
2005-02-28,-0.679973996200572,-0.46116766011455385,-0.5149902937310389,-0.5317037429289165,-0.5086651385235962,-0.4262583921388228,-0.37295409677266106,-0.20102183228754236,-0.253410550314387,-0.41193206272196553,-0.5139217321825269,-0.5479045842860748,-0.5544209683784644,-0.5654425022318886,-0.6351309009792264
2005-03-01,-0.6793759108583454,-0.46134910835737375,-0.5179782498484383,-0.5381617051173756,-0.5329854985498437,-0.4791561842083984,-0.44117925798240654,-0.22097898898383583,-0.25428434098472336,-0.4162126648927621,-0.5206435188370209,-0.5549738839917371,-0.5701643045128894,-0.5864208289089243,-0.6545710716331875
2005-03-02,-0.6708587051746512,-0.45390122398247434,-0.5028797075121341,-0.5167629376595871,-0.5005738913691815,-0.4348183105733003,-0.3951436339754552,-0.1874373323048428,-0.22370702027263398,-0.383746405403008,-0.4925425553212526,-0.5317804678805805,-0.5480244001000362,-0.5677263744126165,-0.6406688971536509
2005-03-03,-0.6700532927928704,-0.44919830702166674,-0.4981336520465029,-0.5135002190625754,-0.4923826695133293,-0.41930601432461656,-0.376489694071744,-0.18325723673292854,-0.19663618077102413,-0.3656422112043944,-0.484185679692094,-0.5283055090240425,-0.5421402521022871,-0.560469893869361,-0.6340700271505505
2005-03-04,-0.6768226322460731,-0.4755021097883382,-0.5430861696137786,-0.5700234643125223,-0.55584148512195,-0.47652070631061494,-0.4187078916022079,-0.28253739399009586,-0.36410904592023874,-0.5007539542925955,-0.5735429066052963,-0.5899170554477521,-0.58459816566562,-0.5834566607254097,-0.645133551383776
2005-03-07,-0.6725462936099765,-0.46387963008517247,-0.534315450093796,-0.5708829864936712,-0.5552524107945735,-0.4724114591669642,-0.41312844150138917,-0.29223438941568847,-0.24966827385071505,-0.4357246037064897,-0.5553301304921815,-0.5909399044039122,-0.5836891945236039,-0.5809617372491653,-0.6423085573235464
2005-03-08,-0.6726873456734158,-0.45719093923820814,-0.5295129664751941,-0.5701293795659131,-0.5352094198898741,-0.42049212547349435,-0.3450956807154939,-0.28079599746482414,-0.19389324096640181,-0.4024333050763073,-0.5446483713397072,-0.5899821049251475,-0.5713350543594762,-0.5592721290865273,-0.6190979520651614
2005-03-09,-0.6656092628532967,-0.44343311389064577,-0.5025612243805018,-0.5307200010296573,-0.47720441881432024,-0.3482130017635785,-0.2738240997390937,-0.20641509544653433,-0.13893710970441184,-0.3429240309238654,-0.49167837528864183,-0.5470018888913641,-0.5316577339273892,-0.5253797599178863,-0.5921982203998235
2005-03-10,-0.6666185116487516,-0.4618031405479796,-0.532729761795529,-0.570444534930611,-0.5302886172174709,-0.4061541491751927,-0.32413304000447574,-0.27144852243187817,-0.21651612033287898,-0.4178798462309882,-0.5498457983938629,-0.5902327789157193,-0.5689021740817808,-0.5548925847461554,-0.6142950078545251
2005-03-11,-0.6609288194163058,-0.4387385568904695,-0.515436840720066,-0.5635144571732063,-0.5198354280039287,-0.3907022245673049,-0.3060089108596356,-0.2550022217012631,-0.06853832995906993,-0.32289939162207554,-0.5144969756296548,-0.5827069217645242,-0.5623058905617249,-0.5494849734720868,-0.6101612797254798
2005-03-14,-0.6629379940089073,-0.4107364445056144,-0.4978388140227755,-0.5576186832948555,-0.4431162149693659,-0.2214286056621033,-0.10591425077858961,-0.24015058548506657,0.04282735686966162,-0.24433024333905393,-0.482758190790124,-0.5758679681221197,-0.5078025225254635,-0.44887954906148964,-0.49379706875029966
2005-03-15,-0.6527981223287919,-0.34560644399518525,-0.4560336193644079,-0.5357862212359626,-0.3778322743481575,-0.10966225740567616,0.017616804397389718,-0.20668397295930677,0.2465054784341719,-0.09359050056463761,-0.4117958613962785,-0.5525114015375263,-0.45760603057249544,-0.3728407106643276,-0.40910224183638433
2005-03-16,-0.6476953230058513,-0.2874363915463425,-0.4631327229270697,-0.5896403357075571,-0.41687045325481054,-0.10123044323675684,0.05604594013388708,-0.27654999477180764,0.4527687479528161,0.019393969499923655,-0.4196728187437271,-0.6102175717290808,-0.49102938666556484,-0.3730280804442682,-0.3883604263744118
2005-03-17,-0.6399828550967024,-0.4486297277872547,-0.570361099565357,-0.656555420821313,-0.645286331453017,-0.45750872474606713,-0.3039482919070545,-0.5296605740064467,0.03404506794243954,-0.35196397811609986,-0.6389881898760389,-0.6881800743525583,-0.6374234178019246,-0.5818710405650014,-0.61357283635426
2005-03-18,-0.6464278724338366,-0.45302220638337726,-0.4962931638361482,-0.503548091037059,-0.48629280186147306,-0.4196152900052742,-0.3783938194990533,-0.1443458206693467,-0.20956854800449373,-0.3689280172675637,-0.4771780837164841,-0.5172111684444168,-0.539934197346071,-0.5654382275744813,-0.641097923902562
2005-03-21,-0.6410007130669597,-0.4430923228238707,-0.47894882710167375,-0.48116344594529736,-0.46235298994795376,-0.39822750396177176,-0.36202806008153615,-0.10699797194208688,-0.16250264609579787,-0.3276525649991129,-0.44600706879083674,-0.49307622502564696,-0.523479095764049,-0.5570880567110118,-0.6374891743364716
2005-03-22,-0.6322940118919721,-0.4287788954691177,-0.4540403025522411,-0.4487354886611467,-0.4224376247986651,-0.3520596331891841,-0.3163227179721893,-0.04936393217020458,-0.10047437357342986,-0.27235346575064595,-0.40256708906432825,-0.45825142427490695,-0.4955594484844683,-0.5379780234168509,-0.625438584230688
2005-03-23,-0.6265943421069238,-0.43808129881997315,-0.46974642772604164,-0.4686945446690065,-0.44094235296267414,-0.36410107461905383,-0.32112872094666073,-0.07596696129025306,-0.13205420390462913,-0.30325317805414576,-0.42840836291145085,-0.4796329575922407,-0.5093121958269456,-0.543817964911905,-0.6269678092697034
2005-03-24,-0.6386614402491974,-0.4588783828405864,-0.506009856291711,-0.5150569054960639,-0.4975961334523439,-0.4259975847121063,-0.37586035535757567,-0.1386068943055998,-0.21899067461980898,-0.3842257298797286,-0.4917999740947355,-0.5295102830667451,-0.550027978919162,-0.57259462931639,-0.6457509501974804
2005-03-29,-0.6228055252883048,-0.4181872721618879,-0.4478893768675354,-0.44929717735958885,-0.41029724444104404,-0.31964816711234734,-0.27160787436430867,-0.036641809845511804,-0.03910692542924691,-0.23678245314443694,-0.3916694873314167,-0.4590005752655864,-0.4882229637163646,-0.5238330481995757,-0.6107755412380995
2005-03-30,-0.6406169429816149,-0.4429345684031663,-0.4826960047203516,-0.48919556880134213,-0.46392101923063733,-0.38778057367706303,-0.3428673629721863,-0.11273853769423649,-0.1502215033958173,-0.3259467375071937,-0.45215903257053647,-0.5018402167419593,-0.5253956672613335,-0.5531209795706017,-0.6318592504877618
2005-03-31,-0.6386258490827025,-0.43315155346208,-0.4645390352340331,-0.464692147671965,-0.4304927610417977,-0.34623924649783094,-0.3018076136847273,-0.07869371874669395,-0.1192526190691145,-0.29228635534161074,-0.42165102930366977,-0.4755936093813902,-0.5009132262958198,-0.5326807869400897,-0.6165366844755003
2005-04-01,-0.6298856273913295,-0.4364330974559382,-0.4748121227444275,-0.481418233349537,-0.4445354317360929,-0.35120781456974176,-0.29706227230387194,-0.08940200055427831,-0.10999623447199096,-0.2982099662979523,-0.43715579385213343,-0.4934199570319294,-0.5126429533110559,-0.5377760848203985,-0.6179120626850217
2005-04-04,-0.6273740357281075,-0.4253180617898135,-0.4576720756782789,-0.4605611361970195,-0.4210510585516627,-0.32923071721238106,-0.2807736240112585,-0.06805219748861845,-0.07707117210231294,-0.2650789340834943,-0.4096310568678827,-0.4711417901431102,-0.4945412491474327,-0.5252243594687315,-0.6097697642516645
2005-04-05,-0.6397219025262104,-0.43710498505403406,-0.4884337026278094,-0.5090199065256713,-0.4799614849835721,-0.3922157492862393,-0.3368036665568896,-0.14248509209457016,-0.09539588287312702,-0.30582668779880645,-0.4620821268566236,-0.5231766991559498,-0.5368953603381598,-0.5552556863903777,-0.6297045535941604
2005-04-06,-0.6465971557416861,-0.45932019463330365,-0.5162280989607084,-0.5372166759389763,-0.49966484807497,-0.39112852435611467,-0.3193412302621238,-0.18071283047554346,-0.2104656699760479,-0.39332434196766747,-0.5133228857089185,-0.5537137728472109,-0.5509746901821887,-0.5543295883026993,-0.6222445156873859
2005-04-07,-0.6561293018910768,-0.45282106053929483,-0.5246737998707509,-0.5654727569365687,-0.5458858087124304,-0.4549299362802562,-0.38570842530794125,-0.24286307774037652,-0.13773416526498597,-0.3691571542979773,-0.5308129106030341,-0.584485924499474,-0.5807028341676319,-0.5806369868430468,-0.643225183612537
2005-04-08,-0.6552018300993689,-0.4350353406053505,-0.5073439098796808,-0.551002072799542,-0.5274002600136285,-0.4331359828275496,-0.3638272351854356,-0.2131091391156298,-0.039294172583378764,-0.2992401328220496,-0.4963241317095675,-0.5688811326498224,-0.5689745226030268,-0.5733521897131774,-0.6389737032611783
2005-04-11,-0.6529202272998863,-0.378818062569869,-0.46539105763860916,-0.5249203276620027,-0.456550498304655,-0.3035266795620026,-0.21383426772246383,-0.1700732011193872,0.1621538791635459,-0.14969389482008613,-0.42338997694395925,-0.5404672504271544,-0.5200038548703552,-0.5093213085298866,-0.5757782002481749
2005-04-12,-0.6622417106737819,-0.4098743520410781,-0.5248329963651849,-0.6096222892420062,-0.4968710547699217,-0.23509752777191462,-0.08507391089578085,-0.3410563974024966,0.1286554813271449,-0.23013997529707325,-0.5312620801887038,-0.6338626975129732,-0.5474639678345755,-0.4652691223590572,-0.49420241041236057
2005-04-13,-0.642396281056776,-0.38181421078559175,-0.5092081589929469,-0.6033358672280875,-0.4479702620928627,-0.13433622546263654,0.032605229245051076,-0.3108095846682284,0.24039837718049517,-0.1513339145715378,-0.4988983213539424,-0.6267760859784173,-0.5140174835428097,-0.4038326661531085,-0.4212529571585023
2005-04-14,-0.6163250876707151,-0.4834576550860789,-0.5719194155949386,-0.6245379503055835,-0.3648976178565967,0.09216681792810968,0.30296107295843766,-0.35410975515640103,-0.34666703776495067,-0.5492113874987161,-0.6420707203005466,-0.6488849896172069,-0.44291106276164516,-0.22465155350455362,-0.18947017334838004
2005-04-15,-0.5552229215421152,-0.332342463442349,-0.290891695550933,-0.2409551468087025,-0.18320248578054987,-0.09502444291430284,-0.07686542062983766,0.22588948580632282,0.13394050609789995,-0.01979664285651848,-0.16237203074655232,-0.23869959673400165,-0.3055580365545204,-0.3931099254545082,-0.524245774483787
2005-04-18,-0.5775150615977742,-0.36042414134966627,-0.3312898245147348,-0.2877608390528979,-0.23518187649841837,-0.14909358686819266,-0.126074575188971,0.17203031492191548,0.07457029193218241,-0.07980383989807897,-0.21687518619680576,-0.28763087116340774,-0.3494204473305845,-0.4284367427460179,-0.5501851869102654
2005-04-19,-0.6245985055371562,-0.41739154682173923,-0.41958033444832193,-0.3935176990057354,-0.35500061382101505,-0.2750837566944009,-0.240307918219848,0.04746110670355016,-0.07247488088139219,-0.22520596399613751,-0.34462985859719253,-0.3993272383964196,-0.44684095614108177,-0.5033914684725432,-0.6028646401453349
2005-04-20,-0.5777185318486125,-0.3536713667790967,-0.31888560062318116,-0.2712308650695061,-0.20342678234959724,-0.09702890996071072,-0.06435020312126133,0.20394541139706923,0.09721646753094539,-0.05850834012818038,-0.1978955214008969,-0.270513021619205,-0.32459949551246375,-0.3976763111850093,-0.5208130301281148
2005-04-21,-0.634664470783157,-0.4391368843348276,-0.4567132963129794,-0.4399602107540617,-0.39546015012753566,-0.2980418913672425,-0.24718591368699527,-0.02027124550627602,-0.15263135042383136,-0.2985845309730183,-0.40413542367312516,-0.4485809071096189,-0.4766865379814498,-0.5132507219435587,-0.6022637265222767
2005-04-22,-0.6229634966513442,-0.4174867967097029,-0.41372988056264265,-0.3818334156201122,-0.32234881537081217,-0.2141027982370595,-0.16651210816656836,0.07033142937976253,-0.08456455945189405,-0.22584003919733295,-0.33637380727852595,-0.3875564450898045,-0.4218811735343729,-0.4683811145284518,-0.5686065471670885
2005-04-25,-0.6344236228238143,-0.4396457670631265,-0.45518678944385,-0.4361549159645279,-0.3884717187087495,-0.2878549391387129,-0.23659838851777884,-0.018376376175430073,-0.16270629675592663,-0.3017976979876306,-0.4021606739284635,-0.4445676864029054,-0.4710653182920025,-0.5068868732949229,-0.5965228564411641
2005-04-26,-0.6297251447057703,-0.4279597001691286,-0.43407613167422165,-0.40887995755497963,-0.3581775734756121,-0.25715363317311807,-0.20839828224561563,0.02763866949587531,-0.10998549141455241,-0.25602662293970985,-0.36633555873525936,-0.41539539041332013,-0.4490727583357778,-0.4932660626572617,-0.5887844008335449
2005-04-27,-0.6309912357790433,-0.43263046680217215,-0.44283043605671685,-0.4204694518353262,-0.3741860789004602,-0.2780989091581105,-0.23080497670997346,0.00604300293737841,-0.13001656663140165,-0.27395971328374463,-0.38091967361357876,-0.42759567162986106,-0.46056569568283257,-0.5032551075744559,-0.5965749758372174
2005-04-28,-0.5863065003117144,-0.3500883498128748,-0.3101931215039668,-0.2590900103143235,-0.1921594667744234,-0.09001489127887335,-0.062496226954079415,0.20321362442409785,0.09022037229284711,-0.05539522318446192,-0.1875057224970521,-0.2572855064426197,-0.3125226622621989,-0.388664390459551,-0.5146141803153859
2005-04-29,-0.6113067482812653,-0.4159998568404395,-0.41391998380799877,-0.38421407195859114,-0.3291508226672412,-0.2273819906974001,-0.18366961821774996,0.05211723032144049,-0.08086061739676009,-0.22429062140686165,-0.33722877503973797,-0.38959067238271394,-0.4254783372171497,-0.4737266891953468,-0.5740340296241773
2005-05-03,-0.6245925883344506,-0.44414211115261926,-0.46243742137078064,-0.4445994542085433,-0.38890599027460526,-0.2759557174012005,-0.21692840446175887,-0.018202857929095546,-0.18171644019848002,-0.31834406962333844,-0.4146313563801654,-0.45434000060171736,-0.473116376922049,-0.5016110551104116,-0.5885860509227226
2005-05-04,-0.6466863168079979,-0.45523513047335035,-0.490236605809889,-0.4866881696077352,-0.45090761432725207,-0.3585151359689748,-0.3044410045061483,-0.10598484938810641,-0.22885189751051213,-0.3700258503616859,-0.46368080356491387,-0.4986692369175035,-0.5157401903025154,-0.5397488817057963,-0.6190886569474071
2005-05-05,-0.6516956931830669,-0.4519285142492818,-0.48650214836511396,-0.4838615219601065,-0.4368994417173037,-0.32783495154184533,-0.2653242381441936,-0.09549537150054459,-0.20469841539665903,-0.35498923853830316,-0.45697339502023177,-0.49589352366220113,-0.5064170919584606,-0.5252550039228948,-0.6043860028243612
2005-05-06,-0.6474948110266431,-0.45231409713109677,-0.4919032132390579,-0.4948238708842322,-0.4522166473332594,-0.3459438816419521,-0.28208789722247407,-0.11249288063202502,-0.19314932992871225,-0.3556518077811127,-0.4660790671362551,-0.5075593328918085,-0.5172866343772576,-0.5347146227860818,-0.6118566696834526
2005-05-09,-0.6569875782881283,-0.44711040984768485,-0.4956315110197667,-0.5106802303850807,-0.46490921977259003,-0.349204344377102,-0.27885123904188375,-0.14485042297827788,-0.14971893094492453,-0.33997839059746116,-0.47435296134082117,-0.5249388926376831,-0.5251480055291613,-0.5338266491057186,-0.6070135563432985
2005-05-10,-0.632961379707005,-0.4043189283926068,-0.42223836504041595,-0.4145936806996674,-0.3416949319151776,-0.2093900167866041,-0.14778358113089618,-0.0008529912946050113,-0.01192095553521245,-0.19967270600918396,-0.3522312403002089,-0.42203558182162504,-0.4330844781988938,-0.4577962062527196,-0.5485713001052791
2005-05-11,-0.6349320232477923,-0.4378852372399042,-0.4866611718714111,-0.5041758345250266,-0.44336493550685124,-0.306830646333027,-0.22657248766972019,-0.12552789008191356,-0.09205879498044185,-0.30220806670442585,-0.4571597395727478,-0.5178709563249786,-0.511352362839375,-0.5144103304948994,-0.5873500097620404
2005-05-12,-0.5850006270440402,-0.3589709483052975,-0.36588824365754036,-0.354118841012927,-0.2508018702352932,-0.08847944809737163,-0.02264171468148685,0.07869325480858655,0.11419271991990441,-0.08926225020673914,-0.26912520025398834,-0.35820158947328035,-0.35920833261758267,-0.378282023532714,-0.47503211977586757
