Security,US0001M  Index                                                  ,,Security,US0002M  Index                                                  ,,Security,US0003M  Index                                                  
Start Date,38355,,Start Date,38355,,Start Date,38355
End Date,44258,,End Date,44258,,End Date,44258
Period,D,,Period,D,,Period,D
,,,,,,,
Date,PX_ASK,,Date,PX_ASK,,Date,PX_ASK
2010/6/30,0.34844,,2010/6/30,0.43188,,2010/6/30,0.53394
2010/7/1,0.34719,,2010/7/1,0.43063,,2010/7/1,0.53331
2010/7/2,0.3475,,2010/7/2,0.43063,,2010/7/2,0.53363
2010/7/5,0.34625,,2010/7/5,0.42938,,2010/7/5,0.53125
2010/7/6,0.34625,,2010/7/6,0.42938,,2010/7/6,0.53113
2010/7/7,0.345,,2010/7/7,0.42813,,2010/7/7,0.52988
2010/7/8,0.3425,,2010/7/8,0.42563,,2010/7/8,0.5275
2010/7/9,0.34094,,2010/7/9,0.42531,,2010/7/9,0.52681
2010/7/12,0.34094,,2010/7/12,0.42531,,2010/7/12,0.52556
2010/7/13,0.34094,,2010/7/13,0.42531,,2010/7/13,0.52594
2010/7/14,0.34094,,2010/7/14,0.42531,,2010/7/14,0.52563
2010/7/15,0.34063,,2010/7/15,0.42406,,2010/7/15,0.52469
2010/7/16,0.33813,,2010/7/16,0.42375,,2010/7/16,0.52125
2010/7/19,0.33688,,2010/7/19,0.42188,,2010/7/19,0.51781
2010/7/20,0.3325,,2010/7/20,0.4175,,2010/7/20,0.5125
2010/7/21,0.33063,,2010/7/21,0.41344,,2010/7/21,0.50625
2010/7/22,0.32875,,2010/7/22,0.40938,,2010/7/22,0.49781
2010/7/23,0.32688,,2010/7/23,0.40563,,2010/7/23,0.49313
2010/7/26,0.325,,2010/7/26,0.40125,,2010/7/26,0.4875
2010/7/27,0.32063,,2010/7/27,0.39281,,2010/7/27,0.48125
2010/7/28,0.31563,,2010/7/28,0.38906,,2010/7/28,0.475
2010/7/29,0.31156,,2010/7/29,0.38094,,2010/7/29,0.46563
2010/7/30,0.305,,2010/7/30,0.37094,,2010/7/30,0.45375
2010/8/2,0.30281,,2010/8/2,0.36094,,2010/8/2,0.44469
2010/8/3,0.3,,2010/8/3,0.35313,,2010/8/3,0.43469
2010/8/4,0.29531,,2010/8/4,0.34688,,2010/8/4,0.42406
2010/8/5,0.29469,,2010/8/5,0.345,,2010/8/5,0.41813
2010/8/6,0.29344,,2010/8/6,0.34156,,2010/8/6,0.41125
2010/8/9,0.29,,2010/8/9,0.3375,,2010/8/9,0.40438
2010/8/10,0.28563,,2010/8/10,0.33313,,2010/8/10,0.39781
2010/8/11,0.27938,,2010/8/11,0.32469,,2010/8/11,0.38438
2010/8/12,0.27594,,2010/8/12,0.3175,,2010/8/12,0.37625
2010/8/13,0.27188,,2010/8/13,0.31313,,2010/8/13,0.36938
2010/8/16,0.26938,,2010/8/16,0.30875,,2010/8/16,0.36188
2010/8/17,0.26656,,2010/8/17,0.30344,,2010/8/17,0.35219
2010/8/18,0.26625,,2010/8/18,0.3,,2010/8/18,0.34547
2010/8/19,0.26469,,2010/8/19,0.29969,,2010/8/19,0.33906
2010/8/20,0.26438,,2010/8/20,0.29594,,2010/8/20,0.32922
2010/8/23,0.26375,,2010/8/23,0.28906,,2010/8/23,0.3175
2010/8/24,0.26156,,2010/8/24,0.28313,,2010/8/24,0.3075
2010/8/25,0.26156,,2010/8/25,0.27969,,2010/8/25,0.30375
2010/8/26,0.26031,,2010/8/26,0.27531,,2010/8/26,0.29938
2010/8/27,0.25938,,2010/8/27,0.27531,,2010/8/27,0.29688
2010/8/31,0.25781,,2010/8/31,0.27469,,2010/8/31,0.29563
2010/9/1,0.25781,,2010/9/1,0.27469,,2010/9/1,0.29563
2010/9/2,0.25781,,2010/9/2,0.27469,,2010/9/2,0.29438
2010/9/3,0.25781,,2010/9/3,0.27469,,2010/9/3,0.29281
2010/9/6,0.25766,,2010/9/6,0.27438,,2010/9/6,0.29219
2010/9/7,0.25766,,2010/9/7,0.27438,,2010/9/7,0.29188
2010/9/8,0.25734,,2010/9/8,0.27438,,2010/9/8,0.2925
2010/9/9,0.25734,,2010/9/9,0.27438,,2010/9/9,0.2925
2010/9/10,0.25734,,2010/9/10,0.27438,,2010/9/10,0.29219
2010/9/13,0.25734,,2010/9/13,0.27438,,2010/9/13,0.29219
2010/9/14,0.25734,,2010/9/14,0.27406,,2010/9/14,0.29188
2010/9/15,0.25734,,2010/9/15,0.27406,,2010/9/15,0.29203
2010/9/16,0.25734,,2010/9/16,0.27406,,2010/9/16,0.29141
2010/9/17,0.2575,,2010/9/17,0.27438,,2010/9/17,0.29156
2010/9/20,0.25625,,2010/9/20,0.27313,,2010/9/20,0.29031
2010/9/21,0.25625,,2010/9/21,0.27313,,2010/9/21,0.28969
2010/9/22,0.25625,,2010/9/22,0.27297,,2010/9/22,0.28938
2010/9/23,0.25625,,2010/9/23,0.27297,,2010/9/23,0.28938
2010/9/24,0.25625,,2010/9/24,0.27297,,2010/9/24,0.28938
2010/9/27,0.25625,,2010/9/27,0.27297,,2010/9/27,0.28938
2010/9/28,0.25625,,2010/9/28,0.27297,,2010/9/28,0.28938
2010/9/29,0.25625,,2010/9/29,0.27297,,2010/9/29,0.29
2010/9/30,0.25625,,2010/9/30,0.27297,,2010/9/30,0.29
2010/10/1,0.25688,,2010/10/1,0.27359,,2010/10/1,0.29063
2010/10/4,0.25688,,2010/10/4,0.27359,,2010/10/4,0.29063
2010/10/5,0.25688,,2010/10/5,0.27359,,2010/10/5,0.29
2010/10/6,0.25688,,2010/10/6,0.27359,,2010/10/6,0.28969
2010/10/7,0.25625,,2010/10/7,0.27297,,2010/10/7,0.28906
2010/10/8,0.25625,,2010/10/8,0.27297,,2010/10/8,0.28906
2010/10/11,0.25625,,2010/10/11,0.27297,,2010/10/11,0.28906
2010/10/12,0.25625,,2010/10/12,0.27297,,2010/10/12,0.28906
2010/10/13,0.25625,,2010/10/13,0.27297,,2010/10/13,0.28906
2010/10/14,0.25625,,2010/10/14,0.27297,,2010/10/14,0.28906
2010/10/15,0.25625,,2010/10/15,0.27297,,2010/10/15,0.28906
2010/10/18,0.25625,,2010/10/18,0.27172,,2010/10/18,0.28906
2010/10/19,0.25625,,2010/10/19,0.27172,,2010/10/19,0.28906
2010/10/20,0.25625,,2010/10/20,0.27109,,2010/10/20,0.28844
2010/10/21,0.25625,,2010/10/21,0.27109,,2010/10/21,0.28844
2010/10/22,0.25625,,2010/10/22,0.27109,,2010/10/22,0.28844
2010/10/25,0.25625,,2010/10/25,0.27109,,2010/10/25,0.28844
2010/10/26,0.25531,,2010/10/26,0.27109,,2010/10/26,0.28844
2010/10/27,0.25531,,2010/10/27,0.27078,,2010/10/27,0.28813
2010/10/28,0.25406,,2010/10/28,0.27016,,2010/10/28,0.28688
2010/10/29,0.25375,,2010/10/29,0.26766,,2010/10/29,0.28594
2010/11/1,0.25375,,2010/11/1,0.26859,,2010/11/1,0.28594
2010/11/2,0.25375,,2010/11/2,0.26859,,2010/11/2,0.28594
2010/11/3,0.25375,,2010/11/3,0.26859,,2010/11/3,0.28594
2010/11/4,0.25344,,2010/11/4,0.26828,,2010/11/4,0.28563
2010/11/5,0.25344,,2010/11/5,0.26828,,2010/11/5,0.28563
2010/11/8,0.25344,,2010/11/8,0.26828,,2010/11/8,0.28563
2010/11/9,0.25344,,2010/11/9,0.26828,,2010/11/9,0.28563
2010/11/10,0.25344,,2010/11/10,0.26828,,2010/11/10,0.28563
2010/11/11,0.25344,,2010/11/11,0.26828,,2010/11/11,0.28563
2010/11/12,0.25344,,2010/11/12,0.26828,,2010/11/12,0.28438
2010/11/15,0.25344,,2010/11/15,0.26828,,2010/11/15,0.28438
2010/11/16,0.25344,,2010/11/16,0.26828,,2010/11/16,0.28438
2010/11/17,0.25344,,2010/11/17,0.26828,,2010/11/17,0.28438
2010/11/18,0.25344,,2010/11/18,0.26828,,2010/11/18,0.28438
2010/11/19,0.25344,,2010/11/19,0.26828,,2010/11/19,0.28438
2010/11/22,0.25344,,2010/11/22,0.26828,,2010/11/22,0.28438
2010/11/23,0.25344,,2010/11/23,0.26828,,2010/11/23,0.28438
2010/11/24,0.25344,,2010/11/24,0.27141,,2010/11/24,0.2875
2010/11/25,0.255,,2010/11/25,0.27438,,2010/11/25,0.29188
2010/11/26,0.25625,,2010/11/26,0.27594,,2010/11/26,0.29438
2010/11/29,0.2575,,2010/11/29,0.2775,,2010/11/29,0.29594
2010/11/30,0.26063,,2010/11/30,0.28,,2010/11/30,0.30031
2010/12/1,0.26531,,2010/12/1,0.2825,,2010/12/1,0.30344
2010/12/2,0.26563,,2010/12/2,0.2825,,2010/12/2,0.30344
2010/12/3,0.265,,2010/12/3,0.2825,,2010/12/3,0.30344
2010/12/6,0.265,,2010/12/6,0.2825,,2010/12/6,0.30344
2010/12/7,0.26375,,2010/12/7,0.28125,,2010/12/7,0.30219
2010/12/8,0.2625,,2010/12/8,0.28063,,2010/12/8,0.30219
2010/12/9,0.26219,,2010/12/9,0.28188,,2010/12/9,0.30219
2010/12/10,0.26031,,2010/12/10,0.28063,,2010/12/10,0.30156
2010/12/13,0.26031,,2010/12/13,0.28063,,2010/12/13,0.30156
2010/12/14,0.26063,,2010/12/14,0.28063,,2010/12/14,0.30188
2010/12/15,0.26063,,2010/12/15,0.28063,,2010/12/15,0.30188
2010/12/16,0.26063,,2010/12/16,0.2825,,2010/12/16,0.30375
2010/12/17,0.26063,,2010/12/17,0.2825,,2010/12/17,0.30375
2010/12/20,0.26063,,2010/12/20,0.2825,,2010/12/20,0.30281
2010/12/21,0.26063,,2010/12/21,0.2825,,2010/12/21,0.30281
2010/12/22,0.26063,,2010/12/22,0.2825,,2010/12/22,0.30281
2010/12/23,0.26063,,2010/12/23,0.2825,,2010/12/23,0.30281
2010/12/24,0.26063,,2010/12/24,0.2825,,2010/12/24,0.30281
2010/12/29,0.26063,,2010/12/29,0.2825,,2010/12/29,0.30281
2010/12/30,0.26063,,2010/12/30,0.2825,,2010/12/30,0.30281
2010/12/31,0.26063,,2010/12/31,0.2825,,2010/12/31,0.30281
2011/1/4,0.26063,,2011/1/4,0.2825,,2011/1/4,0.30281
2011/1/5,0.26125,,2011/1/5,0.2825,,2011/1/5,0.30281
2011/1/6,0.26125,,2011/1/6,0.2825,,2011/1/6,0.30313
2011/1/7,0.26125,,2011/1/7,0.2825,,2011/1/7,0.30313
2011/1/10,0.26125,,2011/1/10,0.2825,,2011/1/10,0.30313
2011/1/11,0.26125,,2011/1/11,0.2825,,2011/1/11,0.30313
2011/1/12,0.26125,,2011/1/12,0.2825,,2011/1/12,0.30313
2011/1/13,0.26125,,2011/1/13,0.2825,,2011/1/13,0.30313
2011/1/14,0.26125,,2011/1/14,0.2825,,2011/1/14,0.30313
2011/1/17,0.26125,,2011/1/17,0.2825,,2011/1/17,0.30313
2011/1/18,0.26063,,2011/1/18,0.2825,,2011/1/18,0.30313
2011/1/19,0.26,,2011/1/19,0.28313,,2011/1/19,0.30313
2011/1/20,0.26,,2011/1/20,0.28313,,2011/1/20,0.30313
2011/1/21,0.26,,2011/1/21,0.28313,,2011/1/21,0.30313
2011/1/24,0.26,,2011/1/24,0.28313,,2011/1/24,0.30313
2011/1/25,0.26,,2011/1/25,0.28313,,2011/1/25,0.30438
2011/1/26,0.26,,2011/1/26,0.28313,,2011/1/26,0.30438
2011/1/27,0.26,,2011/1/27,0.28313,,2011/1/27,0.30438
2011/1/28,0.26,,2011/1/28,0.28313,,2011/1/28,0.30438
2011/1/31,0.26,,2011/1/31,0.28313,,2011/1/31,0.30438
2011/2/1,0.263,,2011/2/1,0.2875,,2011/2/1,0.3105
2011/2/2,0.263,,2011/2/2,0.287,,2011/2/2,0.3105
2011/2/3,0.263,,2011/2/3,0.2875,,2011/2/3,0.3105
2011/2/4,0.26275,,2011/2/4,0.287,,2011/2/4,0.3115
2011/2/7,0.26375,,2011/2/7,0.288,,2011/2/7,0.312
2011/2/8,0.264,,2011/2/8,0.28825,,2011/2/8,0.312
2011/2/9,0.264,,2011/2/9,0.2885,,2011/2/9,0.312
2011/2/10,0.264,,2011/2/10,0.288,,2011/2/10,0.312
2011/2/11,0.26575,,2011/2/11,0.289,,2011/2/11,0.313
2011/2/14,0.26475,,2011/2/14,0.289,,2011/2/14,0.314
2011/2/15,0.264,,2011/2/15,0.2885,,2011/2/15,0.3135
2011/2/16,0.263,,2011/2/16,0.2885,,2011/2/16,0.3135
2011/2/17,0.263,,2011/2/17,0.2885,,2011/2/17,0.3135
2011/2/18,0.262,,2011/2/18,0.2865,,2011/2/18,0.3125
2011/2/21,0.262,,2011/2/21,0.2865,,2011/2/21,0.3125
2011/2/22,0.2615,,2011/2/22,0.2855,,2011/2/22,0.3125
2011/2/23,0.2615,,2011/2/23,0.2855,,2011/2/23,0.3115
2011/2/24,0.2615,,2011/2/24,0.2845,,2011/2/24,0.3105
2011/2/25,0.261,,2011/2/25,0.286,,2011/2/25,0.3105
2011/2/28,0.261,,2011/2/28,0.2865,,2011/2/28,0.3095
2011/3/1,0.261,,2011/3/1,0.2855,,2011/3/1,0.3095
2011/3/2,0.26,,2011/3/2,0.286,,2011/3/2,0.3095
2011/3/3,0.26,,2011/3/3,0.286,,2011/3/3,0.3095
2011/3/4,0.26,,2011/3/4,0.286,,2011/3/4,0.3095
2011/3/7,0.259,,2011/3/7,0.286,,2011/3/7,0.3095
2011/3/8,0.258,,2011/3/8,0.286,,2011/3/8,0.3095
2011/3/9,0.258,,2011/3/9,0.286,,2011/3/9,0.3095
2011/3/10,0.2555,,2011/3/10,0.284,,2011/3/10,0.3095
2011/3/11,0.255,,2011/3/11,0.284,,2011/3/11,0.3095
2011/3/14,0.2535,,2011/3/14,0.2835,,2011/3/14,0.309
2011/3/15,0.2535,,2011/3/15,0.2835,,2011/3/15,0.309
2011/3/16,0.2535,,2011/3/16,0.2835,,2011/3/16,0.309
2011/3/17,0.2535,,2011/3/17,0.2835,,2011/3/17,0.309
2011/3/18,0.2535,,2011/3/18,0.284,,2011/3/18,0.309
2011/3/21,0.2525,,2011/3/21,0.283,,2011/3/21,0.309
2011/3/22,0.252,,2011/3/22,0.2825,,2011/3/22,0.309
2011/3/23,0.2495,,2011/3/23,0.2815,,2011/3/23,0.308
2011/3/24,0.24825,,2011/3/24,0.2815,,2011/3/24,0.3085
2011/3/25,0.24825,,2011/3/25,0.2815,,2011/3/25,0.3075
2011/3/28,0.24765,,2011/3/28,0.2805,,2011/3/28,0.307
2011/3/29,0.24615,,2011/3/29,0.28,,2011/3/29,0.307
2011/3/30,0.2438,,2011/3/30,0.27575,,2011/3/30,0.3045
2011/3/31,0.24345,,2011/3/31,0.274,,2011/3/31,0.303
2011/4/1,0.24295,,2011/4/1,0.2725,,2011/4/1,0.301
2011/4/4,0.2399,,2011/4/4,0.27025,,2011/4/4,0.29675
2011/4/5,0.2355,,2011/4/5,0.26625,,2011/4/5,0.29375
2011/4/6,0.2335,,2011/4/6,0.26475,,2011/4/6,0.29263
2011/4/7,0.23138,,2011/4/7,0.2615,,2011/4/7,0.2895
2011/4/8,0.2265,,2011/4/8,0.256,,2011/4/8,0.28525
2011/4/11,0.2238,,2011/4/11,0.25375,,2011/4/11,0.28275
2011/4/12,0.2211,,2011/4/12,0.25175,,2011/4/12,0.28075
2011/4/13,0.21875,,2011/4/13,0.249,,2011/4/13,0.278
2011/4/14,0.21585,,2011/4/14,0.245,,2011/4/14,0.2755
2011/4/15,0.21375,,2011/4/15,0.2435,,2011/4/15,0.27475
2011/4/18,0.21295,,2011/4/18,0.2435,,2011/4/18,0.274
2011/4/19,0.2126,,2011/4/19,0.24325,,2011/4/19,0.27375
2011/4/20,0.2126,,2011/4/20,0.24325,,2011/4/20,0.27375
2011/4/21,0.2126,,2011/4/21,0.24325,,2011/4/21,0.27375
2011/4/26,0.21135,,2011/4/26,0.24225,,2011/4/26,0.27275
2011/4/27,0.2105,,2011/4/27,0.24225,,2011/4/27,0.27325
2011/4/28,0.21025,,2011/4/28,0.24225,,2011/4/28,0.273
2011/5/3,0.2095,,2011/5/3,0.24125,,2011/5/3,0.27225
2011/5/4,0.209,,2011/5/4,0.23975,,2011/5/4,0.27025
2011/5/5,0.2062,,2011/5/5,0.23825,,2011/5/5,0.26825
2011/5/6,0.20385,,2011/5/6,0.237,,2011/5/6,0.267
2011/5/9,0.20185,,2011/5/9,0.23575,,2011/5/9,0.26575
2011/5/10,0.20025,,2011/5/10,0.23375,,2011/5/10,0.264
2011/5/11,0.19875,,2011/5/11,0.232,,2011/5/11,0.26225
2011/5/12,0.198,,2011/5/12,0.231,,2011/5/12,0.26075
2011/5/13,0.1971,,2011/5/13,0.23075,,2011/5/13,0.2605
2011/5/16,0.197,,2011/5/16,0.2305,,2011/5/16,0.2605
2011/5/17,0.197,,2011/5/17,0.2305,,2011/5/17,0.25975
2011/5/18,0.19575,,2011/5/18,0.229,,2011/5/18,0.26
2011/5/19,0.19525,,2011/5/19,0.22825,,2011/5/19,0.2585
2011/5/20,0.19475,,2011/5/20,0.22775,,2011/5/20,0.2575
2011/5/23,0.194,,2011/5/23,0.227,,2011/5/23,0.25675
2011/5/24,0.1927,,2011/5/24,0.226,,2011/5/24,0.255
2011/5/25,0.19235,,2011/5/25,0.22475,,2011/5/25,0.2545
2011/5/26,0.19125,,2011/5/26,0.22425,,2011/5/26,0.254
2011/5/27,0.19103,,2011/5/27,0.22413,,2011/5/27,0.25388
2011/5/31,0.19043,,2011/5/31,0.22413,,2011/5/31,0.25288
2011/6/1,0.19043,,2011/6/1,0.22363,,2011/6/1,0.25288
2011/6/2,0.19018,,2011/6/2,0.22338,,2011/6/2,0.252
2011/6/3,0.1898,,2011/6/3,0.22325,,2011/6/3,0.252
2011/6/6,0.18955,,2011/6/6,0.2225,,2011/6/6,0.25175
2011/6/7,0.18955,,2011/6/7,0.22225,,2011/6/7,0.25175
2011/6/8,0.18955,,2011/6/8,0.22225,,2011/6/8,0.25025
2011/6/9,0.18955,,2011/6/9,0.22125,,2011/6/9,0.2495
2011/6/10,0.18855,,2011/6/10,0.22025,,2011/6/10,0.2485
2011/6/13,0.18705,,2011/6/13,0.21875,,2011/6/13,0.247
2011/6/14,0.18555,,2011/6/14,0.21725,,2011/6/14,0.24525
2011/6/15,0.1853,,2011/6/15,0.217,,2011/6/15,0.245
2011/6/16,0.1858,,2011/6/16,0.2175,,2011/6/16,0.2465
2011/6/17,0.1858,,2011/6/17,0.2175,,2011/6/17,0.2465
2011/6/20,0.1858,,2011/6/20,0.2175,,2011/6/20,0.2465
2011/6/21,0.1858,,2011/6/21,0.2175,,2011/6/21,0.2455
2011/6/22,0.1858,,2011/6/22,0.2175,,2011/6/22,0.2455
2011/6/23,0.1858,,2011/6/23,0.2175,,2011/6/23,0.2465
2011/6/24,0.18555,,2011/6/24,0.2175,,2011/6/24,0.24625
2011/6/27,0.18555,,2011/6/27,0.21725,,2011/6/27,0.24575
2011/6/28,0.18555,,2011/6/28,0.21725,,2011/6/28,0.24575
2011/6/29,0.18555,,2011/6/29,0.21725,,2011/6/29,0.24575
2011/6/30,0.18555,,2011/6/30,0.21725,,2011/6/30,0.24575
2011/7/1,0.18505,,2011/7/1,0.21675,,2011/7/1,0.24575
2011/7/4,0.18505,,2011/7/4,0.21675,,2011/7/4,0.24575
2011/7/5,0.18505,,2011/7/5,0.21675,,2011/7/5,0.24575
2011/7/6,0.18525,,2011/7/6,0.21675,,2011/7/6,0.24575
2011/7/7,0.18575,,2011/7/7,0.21695,,2011/7/7,0.24605
2011/7/8,0.18575,,2011/7/8,0.21695,,2011/7/8,0.24605
2011/7/11,0.18575,,2011/7/11,0.21695,,2011/7/11,0.24605
2011/7/12,0.1865,,2011/7/12,0.21795,,2011/7/12,0.249
2011/7/13,0.1865,,2011/7/13,0.21795,,2011/7/13,0.24925
2011/7/14,0.1865,,2011/7/14,0.21795,,2011/7/14,0.24975
2011/7/15,0.1865,,2011/7/15,0.21795,,2011/7/15,0.24975
2011/7/18,0.18625,,2011/7/18,0.2185,,2011/7/18,0.25125
2011/7/19,0.18625,,2011/7/19,0.21875,,2011/7/19,0.252
2011/7/20,0.18725,,2011/7/20,0.21925,,2011/7/20,0.253
2011/7/21,0.18725,,2011/7/21,0.21925,,2011/7/21,0.253
2011/7/22,0.18725,,2011/7/22,0.21925,,2011/7/22,0.253
2011/7/25,0.18725,,2011/7/25,0.21925,,2011/7/25,0.2521
2011/7/26,0.18725,,2011/7/26,0.21925,,2011/7/26,0.2526
2011/7/27,0.18725,,2011/7/27,0.21925,,2011/7/27,0.25285
2011/7/28,0.18825,,2011/7/28,0.21975,,2011/7/28,0.25395
2011/7/29,0.1911,,2011/7/29,0.22075,,2011/7/29,0.2555
2011/8/1,0.19206,,2011/8/1,0.22278,,2011/8/1,0.25722
2011/8/2,0.20083,,2011/8/2,0.22972,,2011/8/2,0.26444
2011/8/3,0.20556,,2011/8/3,0.23256,,2011/8/3,0.26828
2011/8/4,0.20506,,2011/8/4,0.23283,,2011/8/4,0.26939
2011/8/5,0.2055,,2011/8/5,0.23494,,2011/8/5,0.27161
2011/8/8,0.20578,,2011/8/8,0.23578,,2011/8/8,0.27478
2011/8/9,0.208,,2011/8/9,0.24022,,2011/8/9,0.27839
2011/8/10,0.20711,,2011/8/10,0.24244,,2011/8/10,0.28061
2011/8/11,0.20722,,2011/8/11,0.24589,,2011/8/11,0.28617
2011/8/12,0.20833,,2011/8/12,0.24978,,2011/8/12,0.29006
2011/8/15,0.21022,,2011/8/15,0.25056,,2011/8/15,0.29172
2011/8/16,0.21022,,2011/8/16,0.25056,,2011/8/16,0.29283
2011/8/17,0.21244,,2011/8/17,0.25111,,2011/8/17,0.29589
2011/8/18,0.213,,2011/8/18,0.25233,,2011/8/18,0.29778
2011/8/19,0.21544,,2011/8/19,0.25589,,2011/8/19,0.303
2011/8/22,0.21678,,2011/8/22,0.25778,,2011/8/22,0.30844
2011/8/23,0.21839,,2011/8/23,0.26083,,2011/8/23,0.31178
2011/8/24,0.21894,,2011/8/24,0.26306,,2011/8/24,0.31428
2011/8/25,0.22083,,2011/8/25,0.26556,,2011/8/25,0.319
2011/8/26,0.22094,,2011/8/26,0.26633,,2011/8/26,0.32278
2011/8/30,0.2215,,2011/8/30,0.26744,,2011/8/30,0.32556
2011/8/31,0.2215,,2011/8/31,0.26867,,2011/8/31,0.32722
2011/9/1,0.2215,,2011/9/1,0.269,,2011/9/1,0.32944
2011/9/2,0.22178,,2011/9/2,0.27067,,2011/9/2,0.33056
2011/9/5,0.22439,,2011/9/5,0.27217,,2011/9/5,0.33278
2011/9/6,0.226,,2011/9/6,0.27461,,2011/9/6,0.33561
2011/9/7,0.22611,,2011/9/7,0.27472,,2011/9/7,0.33683
2011/9/8,0.225,,2011/9/8,0.27389,,2011/9/8,0.33683
2011/9/9,0.22611,,2011/9/9,0.27528,,2011/9/9,0.33794
2011/9/12,0.22861,,2011/9/12,0.27928,,2011/9/12,0.34289
2011/9/13,0.229,,2011/9/13,0.28089,,2011/9/13,0.34711
2011/9/14,0.22939,,2011/9/14,0.28211,,2011/9/14,0.34911
2011/9/15,0.22994,,2011/9/15,0.28433,,2011/9/15,0.35022
2011/9/16,0.2305,,2011/9/16,0.28489,,2011/9/16,0.35133
2011/9/19,0.23072,,2011/9/19,0.28622,,2011/9/19,0.3525
2011/9/20,0.23183,,2011/9/20,0.28678,,2011/9/20,0.355
2011/9/21,0.2335,,2011/9/21,0.28872,,2011/9/21,0.35556
2011/9/22,0.23456,,2011/9/22,0.29033,,2011/9/22,0.35806
2011/9/23,0.23578,,2011/9/23,0.29294,,2011/9/23,0.36022
2011/9/26,0.23744,,2011/9/26,0.29556,,2011/9/26,0.36278
2011/9/27,0.23878,,2011/9/27,0.29689,,2011/9/27,0.36522
2011/9/28,0.23889,,2011/9/28,0.29978,,2011/9/28,0.36856
2011/9/29,0.23944,,2011/9/29,0.30056,,2011/9/29,0.37211
2011/9/30,0.23944,,2011/9/30,0.30139,,2011/9/30,0.37433
2011/10/3,0.24,,2011/10/3,0.3025,,2011/10/3,0.37761
2011/10/4,0.24111,,2011/10/4,0.30411,,2011/10/4,0.38094
2011/10/5,0.24067,,2011/10/5,0.30489,,2011/10/5,0.38361
2011/10/6,0.24233,,2011/10/6,0.30822,,2011/10/6,0.38778
2011/10/7,0.24289,,2011/10/7,0.311,,2011/10/7,0.39111
2011/10/10,0.243,,2011/10/10,0.31233,,2011/10/10,0.39417
2011/10/11,0.24311,,2011/10/11,0.31272,,2011/10/11,0.3975
2011/10/12,0.24322,,2011/10/12,0.31394,,2011/10/12,0.40083
2011/10/13,0.24333,,2011/10/13,0.31572,,2011/10/13,0.40306
2011/10/14,0.24333,,2011/10/14,0.31683,,2011/10/14,0.40472
2011/10/17,0.24444,,2011/10/17,0.31889,,2011/10/17,0.40583
2011/10/18,0.24472,,2011/10/18,0.31972,,2011/10/18,0.40917
2011/10/19,0.24472,,2011/10/19,0.32,,2011/10/19,0.41167
2011/10/20,0.24472,,2011/10/20,0.3225,,2011/10/20,0.41556
2011/10/21,0.24472,,2011/10/21,0.32417,,2011/10/21,0.41833
2011/10/24,0.24472,,2011/10/24,0.32511,,2011/10/24,0.42028
2011/10/25,0.24472,,2011/10/25,0.32661,,2011/10/25,0.42222
2011/10/26,0.24583,,2011/10/26,0.32922,,2011/10/26,0.42472
2011/10/27,0.24583,,2011/10/27,0.33183,,2011/10/27,0.42806
2011/10/28,0.24583,,2011/10/28,0.33472,,2011/10/28,0.42944
2011/10/31,0.24528,,2011/10/31,0.334,,2011/10/31,0.42944
2011/11/1,0.24528,,2011/11/1,0.33494,,2011/11/1,0.43167
2011/11/2,0.24528,,2011/11/2,0.33689,,2011/11/2,0.43306
2011/11/3,0.2475,,2011/11/3,0.33728,,2011/11/3,0.435
2011/11/4,0.2475,,2011/11/4,0.3385,,2011/11/4,0.4375
2011/11/7,0.24778,,2011/11/7,0.34122,,2011/11/7,0.44139
2011/11/8,0.24778,,2011/11/8,0.34228,,2011/11/8,0.44417
2011/11/9,0.24778,,2011/11/9,0.34444,,2011/11/9,0.44917
2011/11/10,0.24789,,2011/11/10,0.34506,,2011/11/10,0.45278
2011/11/11,0.249,,2011/11/11,0.3485,,2011/11/11,0.45722
2011/11/14,0.25022,,2011/11/14,0.35067,,2011/11/14,0.46056
2011/11/15,0.25172,,2011/11/15,0.35367,,2011/11/15,0.46556
2011/11/16,0.25172,,2011/11/16,0.35706,,2011/11/16,0.47111
2011/11/17,0.25478,,2011/11/17,0.36389,,2011/11/17,0.47944
2011/11/18,0.25656,,2011/11/18,0.36883,,2011/11/18,0.48778
2011/11/21,0.25667,,2011/11/21,0.37278,,2011/11/21,0.495
2011/11/22,0.25722,,2011/11/22,0.37639,,2011/11/22,0.50028
2011/11/23,0.25722,,2011/11/23,0.37722,,2011/11/23,0.50611
2011/11/24,0.25722,,2011/11/24,0.37789,,2011/11/24,0.51167
2011/11/25,0.25944,,2011/11/25,0.38094,,2011/11/25,0.51806
2011/11/28,0.26,,2011/11/28,0.38339,,2011/11/28,0.52306
2011/11/29,0.27022,,2011/11/29,0.38694,,2011/11/29,0.52694
2011/11/30,0.27144,,2011/11/30,0.38756,,2011/11/30,0.52889
2011/12/1,0.27144,,2011/12/1,0.387,,2011/12/1,0.52722
2011/12/2,0.27033,,2011/12/2,0.387,,2011/12/2,0.52833
2011/12/5,0.2741,,2011/12/5,0.3917,,2011/12/5,0.5339
2011/12/6,0.27505,,2011/12/6,0.39465,,2011/12/6,0.53775
2011/12/7,0.2763,,2011/12/7,0.3964,,2011/12/7,0.54
2011/12/8,0.2763,,2011/12/8,0.3964,,2011/12/8,0.54
